model,seed,heldout_scale,epoch,train_loss,val_accuracy,lr
TemporalResNet18Small,84,12.0,10,0.048156202216084826,0.9735449735449735,0.00027135254915624217
TemporalResNet18Small,84,12.0,11,0.04256905952934176,0.9735449735449735,0.0002655769864163684
TemporalResNet18Small,84,12.0,12,0.04211306043297929,0.9656084656084656,0.0002593452941132117
TemporalResNet18Small,84,12.0,13,0.039540860528016794,0.9682539682539683,0.0002526820658893033
TemporalResNet18Small,84,16.0,1,0.8264452850117403,0.3333333333333333,0.0002997040092642407
TemporalResNet18Small,84,16.0,2,0.2646615467965603,0.9126984126984127,0.0002988172051971717
TemporalResNet18Small,84,16.0,3,0.1661002503379303,0.9259259259259259,0.0002973430876093033
TemporalResNet18Small,84,16.0,4,0.1270253394237336,0.9312169312169312,0.00029528747416929463
TemporalResNet18Small,84,16.0,5,0.11098051235518035,0.9629629629629629,0.00029265847744427303
TemporalResNet18Small,84,16.0,6,0.07725383554968764,0.9629629629629629,0.0002894664728832377
TemporalResNet18Small,84,16.0,7,0.06053933986079167,0.955026455026455,0.000285724057869903
TemporalResNet18Small,84,16.0,8,0.06749165537493194,0.9629629629629629,0.00028144600200657956
TemporalResNet18Small,84,16.0,9,0.06650081646683462,0.9682539682539683,0.0002766491888253023
TemporalResNet18Small,84,16.0,10,0.048692379756282794,0.9629629629629629,0.00027135254915624217
TemporalResNet18Small,84,16.0,11,0.04869390328359954,0.9708994708994709,0.0002655769864163684
TemporalResNet18Small,84,16.0,12,0.03864600883646156,0.9629629629629629,0.0002593452941132117
TemporalResNet18Small,84,16.0,13,0.0387339322033393,0.9682539682539683,0.0002526820658893033
TemporalResNet18Small,84,16.0,14,0.03505392583525356,0.9656084656084656,0.0002456135984623034
TemporalResNet18Small,84,16.0,15,0.038963262618327624,0.9656084656084656,0.00023816778784387096
TemporalResNet18Small,84,16.0,16,0.0364413801323869,0.9682539682539683,0.00023037401924684944
TemporalResNet18Small,84,16.0,17,0.030548790924299015,0.9735449735449735,0.00022226305111525726
TemporalResNet18Small,84,16.0,18,0.04115170139052412,0.9656084656084656,0.00021386689373476087
TemporalResNet18Small,84,16.0,19,0.03880717471645981,0.9656084656084656,0.00020521868290270169
TemporalResNet18Small,84,16.0,20,0.03403332776831709,0.9656084656084656,0.00019635254915624208
TemporalResNet18Small,84,16.0,21,0.040703591068877894,0.9656084656084656,0.00018730348307472816
TemporalResNet18Small,84,16.0,22,0.03668344974079553,0.9735449735449735,0.00017810719718785867
TemporalResNet18Small,84,16.0,23,0.03220997802204425,0.9656084656084656,0.00016879998503464564
TemporalResNet18Small,84,16.0,24,0.03191003540311666,0.9629629629629629,0.000159418577929397
TemporalResNet18Small,84,16.0,25,0.03185653146133786,0.9629629629629629,0.00015
TemporalResNet18Small,84,16.0,26,0.03049951718746931,0.9708994708994709,0.000140581422070603
TemporalResNet18Small,84,16.0,27,0.03099805849385174,0.9603174603174603,0.00013120001496535436
TemporalResNet18Small,84,24.0,1,0.9037226754076341,0.32275132275132273,0.0002997040092642407
TemporalResNet18Small,84,24.0,2,0.25955476940554734,0.9126984126984127,0.0002988172051971717
TemporalResNet18Small,84,24.0,3,0.19075272670563528,0.9735449735449735,0.0002973430876093033
TemporalResNet18Small,84,24.0,4,0.12777157927698948,0.9656084656084656,0.00029528747416929463
TemporalResNet18Small,84,24.0,5,0.08883827453588738,0.9682539682539683,0.00029265847744427303
TemporalResNet18Small,84,24.0,6,0.07895984391079229,0.9682539682539683,0.0002894664728832377
TemporalResNet18Small,84,24.0,7,0.07472474032136447,0.9761904761904762,0.000285724057869903
TemporalResNet18Small,84,24.0,8,0.06763295808752232,0.9523809523809523,0.00028144600200657956
TemporalResNet18Small,84,24.0,9,0.07300277163877207,0.9761904761904762,0.0002766491888253023
TemporalResNet18Small,84,24.0,10,0.052512682063559836,0.9656084656084656,0.00027135254915624217
TemporalResNet18Small,84,24.0,11,0.04390940326265991,0.9656084656084656,0.0002655769864163684
TemporalResNet18Small,84,24.0,12,0.039099429617635906,0.9708994708994709,0.0002593452941132117
TemporalResNet18Small,84,24.0,13,0.052638918989995384,0.9682539682539683,0.0002526820658893033
TemporalResNet18Small,84,24.0,14,0.036178255998118615,0.9788359788359788,0.0002456135984623034
TemporalResNet18Small,84,24.0,15,0.037939039432197154,0.9708994708994709,0.00023816778784387096
TemporalResNet18Small,84,24.0,16,0.03797114621300031,0.9603174603174603,0.00023037401924684944
TemporalResNet18Small,84,24.0,17,0.042523318100446725,0.9656084656084656,0.00022226305111525726
TemporalResNet18Small,84,24.0,18,0.03534335727111765,0.9735449735449735,0.00021386689373476087
TemporalResNet18Small,84,24.0,19,0.04229557190881357,0.9656084656084656,0.00020521868290270169
TemporalResNet18Small,84,24.0,20,0.037301143255557265,0.9735449735449735,0.00019635254915624208
TemporalResNet18Small,84,24.0,21,0.03147534281785792,0.9656084656084656,0.00018730348307472816
TemporalResNet18Small,84,24.0,22,0.03429818139343029,0.9708994708994709,0.00017810719718785867
TemporalResNet18Small,84,24.0,23,0.03670480562911561,0.9867724867724867,0.00016879998503464564
TemporalResNet18Small,84,24.0,24,0.042568943627616936,0.9708994708994709,0.000159418577929397
TemporalResNet18Small,84,24.0,25,0.036870271364665204,0.9708994708994709,0.00015
TemporalResNet18Small,84,24.0,26,0.031812649013933395,0.9656084656084656,0.000140581422070603
TemporalResNet18Small,84,24.0,27,0.03504667840452919,0.9708994708994709,0.00013120001496535436
TemporalResNet18Small,84,24.0,28,0.031508783253871915,0.9708994708994709,0.0001218928028121413
TemporalResNet18Small,84,24.0,29,0.0355851882520844,0.9708994708994709,0.00011269651692527177
TemporalResNet18Small,84,24.0,30,0.03305928226473043,0.9708994708994709,0.00010364745084375793
TemporalResNet18Small,84,24.0,31,0.041460517600010946,0.9656084656084656,9.478131709729836e-05
TemporalResNet18Small,84,24.0,32,0.029145081358900128,0.9656084656084656,8.61331062652391e-05
TemporalResNet18Small,84,24.0,33,0.03994026960914626,0.9656084656084656,7.773694888474269e-05
TemporalResNet18Small,96,2.0,1,0.8441600755733603,0.25132275132275134,0.0002997040092642407
TemporalResNet18Small,96,2.0,2,0.3365730822962873,0.8941798941798942,0.0002988172051971717
TemporalResNet18Small,96,2.0,3,0.17033478080788078,0.8624338624338624,0.0002973430876093033
TemporalResNet18Small,96,2.0,4,0.14006464731167345,0.9365079365079365,0.00029528747416929463
TemporalResNet18Small,96,2.0,5,0.08434598564225085,0.8465608465608465,0.00029265847744427303
TemporalResNet18Small,96,2.0,6,0.07215957836631466,0.9629629629629629,0.0002894664728832377
TemporalResNet18Small,96,2.0,7,0.058072649723138005,0.9497354497354498,0.000285724057869903
TemporalResNet18Small,96,2.0,8,0.05463175938519485,0.7275132275132276,0.00028144600200657956
TemporalResNet18Small,96,2.0,9,0.053561044576139576,0.9656084656084656,0.0002766491888253023
TemporalResNet18Small,96,2.0,10,0.037449396564625204,0.9682539682539683,0.00027135254915624217
TemporalResNet18Small,96,2.0,11,0.040704708724447036,0.9338624338624338,0.0002655769864163684
TemporalResNet18Small,96,2.0,12,0.041374223847763944,0.9656084656084656,0.0002593452941132117
TemporalResNet18Small,96,2.0,13,0.03696578720700927,0.9629629629629629,0.0002526820658893033
TemporalResNet18Small,96,2.0,14,0.029586004000841912,0.9629629629629629,0.0002456135984623034
TemporalResNet18Small,96,2.0,15,0.03559062585083987,0.9682539682539683,0.00023816778784387096
TemporalResNet18Small,96,2.0,16,0.032601181712165916,0.9708994708994709,0.00023037401924684944
TemporalResNet18Small,96,2.0,17,0.03364449176425457,0.9656084656084656,0.00022226305111525726
TemporalResNet18Small,96,2.0,18,0.03194273708419025,0.9576719576719577,0.00021386689373476087
TemporalResNet18Small,96,2.0,19,0.031638749019989254,0.9656084656084656,0.00020521868290270169
TemporalResNet18Small,96,2.0,20,0.03029673098011271,0.9629629629629629,0.00019635254915624208
TemporalResNet18Small,96,2.0,21,0.03515372085059747,0.9656084656084656,0.00018730348307472816
TemporalResNet18Small,96,2.0,22,0.028162064041894423,0.9576719576719577,0.00017810719718785867
TemporalResNet18Small,96,2.0,23,0.033792367400618625,0.9576719576719577,0.00016879998503464564
TemporalResNet18Small,96,2.0,24,0.036570507493760326,0.9629629629629629,0.000159418577929397
TemporalResNet18Small,96,2.0,25,0.03603609986962778,0.9629629629629629,0.00015
TemporalResNet18Small,96,2.0,26,0.02851529572452658,0.9629629629629629,0.000140581422070603
TemporalResNet18Small,96,3.0,1,0.870324020000065,0.3888888888888889,0.0002997040092642407
TemporalResNet18Small,96,3.0,2,0.24364632959751523,0.9259259259259259,0.0002988172051971717
TemporalResNet18Small,96,3.0,3,0.12511677448363864,0.9365079365079365,0.0002973430876093033
TemporalResNet18Small,96,3.0,4,0.06957503840984668,0.9629629629629629,0.00029528747416929463
TemporalResNet18Small,96,3.0,5,0.03185634895720903,0.9788359788359788,0.00029265847744427303
TemporalResNet18Small,96,3.0,6,0.01852746679009322,0.9947089947089947,0.0002894664728832377
TemporalResNet18Small,96,3.0,7,0.004405139928327545,0.9814814814814815,0.000285724057869903
TemporalResNet18Small,96,3.0,8,0.018184907402268007,0.9973544973544973,0.00028144600200657956
TemporalResNet18Small,96,3.0,9,0.002364663576693548,1.0,0.0002766491888253023
TemporalResNet18Small,96,3.0,10,0.0019156805180554168,1.0,0.00027135254915624217
TemporalResNet18Small,96,3.0,11,0.0003246156158959767,1.0,0.0002655769864163684
TemporalResNet18Small,96,3.0,12,0.00019761872296358515,1.0,0.0002593452941132117
TemporalResNet18Small,96,3.0,13,0.00016410102719365729,1.0,0.0002526820658893033
TemporalResNet18Small,96,3.0,14,0.00012845907825548611,1.0,0.0002456135984623034
TemporalResNet18Small,96,3.0,15,0.00011712087635875351,1.0,0.00023816778784387096
TemporalResNet18Small,96,3.0,16,0.00010985276458086446,1.0,0.00023037401924684944
TemporalResNet18Small,96,3.0,17,0.00010124144789776491,1.0,0.00022226305111525726
TemporalResNet18Small,96,3.0,18,7.95380777109291e-05,1.0,0.00021386689373476087
TemporalResNet18Small,96,3.0,19,9.001334536365261e-05,1.0,0.00020521868290270169
TemporalResNet18Small,96,4.0,1,0.8435194132959142,0.3835978835978836,0.0002997040092642407
TemporalResNet18Small,96,4.0,2,0.25791855682345,0.917989417989418,0.0002988172051971717
TemporalResNet18Small,96,4.0,3,0.1528012867578689,0.9391534391534392,0.0002973430876093033
TemporalResNet18Small,96,4.0,4,0.125416106380084,0.9470899470899471,0.00029528747416929463
TemporalResNet18Small,96,4.0,5,0.10778878497726777,0.9735449735449735,0.00029265847744427303
TemporalResNet18Small,96,4.0,6,0.08988033813040923,0.955026455026455,0.0002894664728832377
TemporalResNet18Small,96,4.0,7,0.0611752814558499,0.9629629629629629,0.000285724057869903
TemporalResNet18Small,96,4.0,8,0.06097162249224151,0.9682539682539683,0.00028144600200657956
TemporalResNet18Small,96,4.0,9,0.05362439686980318,0.9656084656084656,0.0002766491888253023
TemporalResNet18Small,96,4.0,10,0.041200021295534336,0.9682539682539683,0.00027135254915624217
TemporalResNet18Small,96,4.0,11,0.042386852423934376,0.9682539682539683,0.0002655769864163684
TemporalResNet18Small,96,4.0,12,0.035906734283986115,0.9656084656084656,0.0002593452941132117
TemporalResNet18Small,96,4.0,13,0.03433741094298003,0.9708994708994709,0.0002526820658893033
TemporalResNet18Small,96,4.0,14,0.03501797408235314,0.9656084656084656,0.0002456135984623034
TemporalResNet18Small,96,4.0,15,0.03693859067724963,0.9656084656084656,0.00023816778784387096
TemporalResNet18Small,96,6.0,1,0.8478111388052211,0.25396825396825395,0.0002997040092642407
TemporalResNet18Small,96,6.0,2,0.268581620472319,0.9444444444444444,0.0002988172051971717
TemporalResNet18Small,96,6.0,3,0.18328727014801083,0.9656084656084656,0.0002973430876093033
TemporalResNet18Small,96,6.0,4,0.13532263632206357,0.9867724867724867,0.00029528747416929463
TemporalResNet18Small,96,6.0,5,0.14370113359216383,0.917989417989418,0.00029265847744427303
TemporalResNet18Small,96,6.0,6,0.0948967138195739,0.9947089947089947,0.0002894664728832377
TemporalResNet18Small,96,6.0,7,0.07170499477754622,0.9867724867724867,0.000285724057869903
TemporalResNet18Small,96,6.0,8,0.08131468449445332,0.9867724867724867,0.00028144600200657956
TemporalResNet18Small,96,6.0,9,0.07935519776690532,1.0,0.0002766491888253023
TemporalResNet18Small,96,6.0,10,0.06788542464046794,0.9920634920634921,0.00027135254915624217
TemporalResNet18Small,96,6.0,11,0.052200341788942325,0.9814814814814815,0.0002655769864163684
TemporalResNet18Small,96,6.0,12,0.038043844623162466,0.9947089947089947,0.0002593452941132117
TemporalResNet18Small,96,6.0,13,0.04180815747445997,0.9867724867724867,0.0002526820658893033
TemporalResNet18Small,96,6.0,14,0.04638526245595559,0.9920634920634921,0.0002456135984623034
TemporalResNet18Small,96,6.0,15,0.037060621829689756,0.9867724867724867,0.00023816778784387096
TemporalResNet18Small,96,6.0,16,0.046756025211995136,0.9973544973544973,0.00023037401924684944
TemporalResNet18Small,96,6.0,17,0.04215659332626006,0.9867724867724867,0.00022226305111525726
TemporalResNet18Small,96,6.0,18,0.0456993715642431,0.9920634920634921,0.00021386689373476087
TemporalResNet18Small,96,6.0,19,0.04532088802250869,0.9947089947089947,0.00020521868290270169
TemporalResNet18Small,96,8.0,1,0.8944357055075028,0.42592592592592593,0.0002997040092642407
TemporalResNet18Small,96,8.0,2,0.2571267755154301,0.9365079365079365,0.0002988172051971717
TemporalResNet18Small,96,8.0,3,0.17327247428543427,0.9708994708994709,0.0002973430876093033
TemporalResNet18Small,96,8.0,4,0.14520852815578966,0.9841269841269841,0.00029528747416929463
TemporalResNet18Small,96,8.0,5,0.10175396737587802,0.9841269841269841,0.00029265847744427303
TemporalResNet18Small,96,8.0,6,0.07690145067103646,0.9788359788359788,0.0002894664728832377
TemporalResNet18Small,96,8.0,7,0.077509254874552,0.9788359788359788,0.000285724057869903
TemporalResNet18Small,96,8.0,8,0.06613405315917642,0.9682539682539683,0.00028144600200657956
TemporalResNet18Small,96,8.0,9,0.05587865645065904,0.9814814814814815,0.0002766491888253023
TemporalResNet18Small,96,8.0,10,0.050831972908995604,0.9761904761904762,0.00027135254915624217
TemporalResNet18Small,96,8.0,11,0.0713208933662185,0.9735449735449735,0.0002655769864163684
TemporalResNet18Small,96,8.0,12,0.04531661862411591,0.9867724867724867,0.0002593452941132117
TemporalResNet18Small,96,8.0,13,0.043361598290229106,0.9788359788359788,0.0002526820658893033
TemporalResNet18Small,96,8.0,14,0.043226057728615534,0.9814814814814815,0.0002456135984623034
TemporalResNet18Small,96,8.0,15,0.05917920700877028,0.9788359788359788,0.00023816778784387096
TemporalResNet18Small,96,8.0,16,0.03896009460817475,0.9788359788359788,0.00023037401924684944
TemporalResNet18Small,96,8.0,17,0.035315880497150565,0.9814814814814815,0.00022226305111525726
TemporalResNet18Small,96,8.0,18,0.0392972724067102,0.9788359788359788,0.00021386689373476087
TemporalResNet18Small,96,8.0,19,0.033822455082211975,0.9788359788359788,0.00020521868290270169
TemporalResNet18Small,96,8.0,20,0.034945168244816804,0.9788359788359788,0.00019635254915624208
TemporalResNet18Small,96,8.0,21,0.028081611910773276,0.9761904761904762,0.00018730348307472816
TemporalResNet18Small,96,8.0,22,0.03658828437362578,0.9814814814814815,0.00017810719718785867
TemporalResNet18Small,96,12.0,1,0.9465935440624461,0.24338624338624337,0.0002997040092642407
TemporalResNet18Small,96,12.0,2,0.29050745289115343,0.9047619047619048,0.0002988172051971717
TemporalResNet18Small,96,12.0,3,0.22817331968861468,0.917989417989418,0.0002973430876093033
TemporalResNet18Small,96,12.0,4,0.1421291079810437,0.9814814814814815,0.00029528747416929463
TemporalResNet18Small,96,12.0,5,0.09522398758460493,0.955026455026455,0.00029265847744427303
TemporalResNet18Small,96,12.0,6,0.08896366753341521,0.9735449735449735,0.0002894664728832377
TemporalResNet18Small,96,12.0,7,0.06531004700809717,0.9682539682539683,0.000285724057869903
TemporalResNet18Small,96,12.0,8,0.06260307904278092,0.9735449735449735,0.00028144600200657956
TemporalResNet18Small,96,12.0,9,0.06971836933756576,0.9656084656084656,0.0002766491888253023
TemporalResNet18Small,96,12.0,10,0.04861474268631462,0.9682539682539683,0.00027135254915624217
TemporalResNet18Small,96,12.0,11,0.05060270523159381,0.9761904761904762,0.0002655769864163684
TemporalResNet18Small,96,12.0,12,0.03994049398940714,0.9708994708994709,0.0002593452941132117
TemporalResNet18Small,96,12.0,13,0.05172436232062276,0.9708994708994709,0.0002526820658893033
TemporalResNet18Small,96,12.0,14,0.03597199615529355,0.9788359788359788,0.0002456135984623034
TemporalResNet18Small,96,16.0,1,0.8564404661164564,0.3148148148148148,0.0002997040092642407
TemporalResNet18Small,96,16.0,2,0.26769544359515696,0.9497354497354498,0.0002988172051971717
TemporalResNet18Small,96,16.0,3,0.15196165409596527,0.9576719576719577,0.0002973430876093033
TemporalResNet18Small,96,16.0,4,0.12483805982286439,0.9814814814814815,0.00029528747416929463
TemporalResNet18Small,96,16.0,5,0.10983164553694866,0.9682539682539683,0.00029265847744427303
TemporalResNet18Small,96,16.0,6,0.06838229457464289,0.955026455026455,0.0002894664728832377
TemporalResNet18Small,96,16.0,7,0.10071945067166406,0.9708994708994709,0.000285724057869903
TemporalResNet18Small,96,16.0,8,0.0672099191476317,0.9841269841269841,0.00028144600200657956
TemporalResNet18Small,96,16.0,9,0.06941146241939243,0.9894179894179894,0.0002766491888253023
TemporalResNet18Small,96,16.0,10,0.0693448999458376,0.9682539682539683,0.00027135254915624217
TemporalResNet18Small,96,16.0,11,0.07152621831525774,0.9735449735449735,0.0002655769864163684
TemporalResNet18Small,96,16.0,12,0.05203948616433669,0.9841269841269841,0.0002593452941132117
TemporalResNet18Small,96,16.0,13,0.04461815518409233,0.9814814814814815,0.0002526820658893033
TemporalResNet18Small,96,16.0,14,0.0387226275565541,0.9894179894179894,0.0002456135984623034
TemporalResNet18Small,96,16.0,15,0.036839017610284776,0.9841269841269841,0.00023816778784387096
TemporalResNet18Small,96,16.0,16,0.03909017511657165,0.9841269841269841,0.00023037401924684944
TemporalResNet18Small,96,16.0,17,0.031067103062763207,0.9788359788359788,0.00022226305111525726
TemporalResNet18Small,96,16.0,18,0.043026627513908726,0.9814814814814815,0.00021386689373476087
TemporalResNet18Small,96,16.0,19,0.03971690952996997,0.9973544973544973,0.00020521868290270169
TemporalResNet18Small,96,16.0,20,0.03164147447044824,0.9894179894179894,0.00019635254915624208
TemporalResNet18Small,96,16.0,21,0.040654750244678274,0.9814814814814815,0.00018730348307472816
TemporalResNet18Small,96,16.0,22,0.036843790318337545,0.9841269841269841,0.00017810719718785867
TemporalResNet18Small,96,16.0,23,0.03142781222713358,0.9841269841269841,0.00016879998503464564
TemporalResNet18Small,96,16.0,24,0.037146250284208426,0.9814814814814815,0.000159418577929397
TemporalResNet18Small,96,16.0,25,0.03599621625300428,0.9920634920634921,0.00015
TemporalResNet18Small,96,16.0,26,0.02795335527180749,0.9920634920634921,0.000140581422070603
TemporalResNet18Small,96,16.0,27,0.04211618354191374,0.9920634920634921,0.00013120001496535436
TemporalResNet18Small,96,16.0,28,0.036561595145886874,0.9788359788359788,0.0001218928028121413
TemporalResNet18Small,96,16.0,29,0.02557176223190789,0.9788359788359788,0.00011269651692527177
TemporalResNet18Small,96,24.0,1,0.8271423464312273,0.328042328042328,0.0002997040092642407
TemporalResNet18Small,96,24.0,2,0.22514478752718253,0.9021164021164021,0.0002988172051971717
TemporalResNet18Small,96,24.0,3,0.14357003284727826,0.8915343915343915,0.0002973430876093033
TemporalResNet18Small,96,24.0,4,0.12448404258226647,0.9629629629629629,0.00029528747416929463
TemporalResNet18Small,96,24.0,5,0.09950415066936437,0.9312169312169312,0.00029265847744427303
TemporalResNet18Small,96,24.0,6,0.0875097589348169,0.955026455026455,0.0002894664728832377
TemporalResNet18Small,96,24.0,7,0.06273436229949926,0.9682539682539683,0.000285724057869903
TemporalResNet18Small,96,24.0,8,0.0730913354029112,0.9629629629629629,0.00028144600200657956
TemporalResNet18Small,96,24.0,9,0.052189975607154125,0.9603174603174603,0.0002766491888253023
TemporalResNet18Small,96,24.0,10,0.053648738580865454,0.9576719576719577,0.00027135254915624217
TemporalResNet18Small,96,24.0,11,0.04415435902774334,0.9735449735449735,0.0002655769864163684
TemporalResNet18Small,96,24.0,12,0.03831191231866422,0.9629629629629629,0.0002593452941132117
TemporalResNet18Small,96,24.0,13,0.0342567166149178,0.9761904761904762,0.0002526820658893033
TemporalResNet18Small,96,24.0,14,0.04087917703744846,0.9629629629629629,0.0002456135984623034
TemporalResNet18Small,96,24.0,15,0.03529981202582883,0.9735449735449735,0.00023816778784387096
TemporalResNet18Small,96,24.0,16,0.03355269201497054,0.9761904761904762,0.00023037401924684944
TemporalResNet18Small,96,24.0,17,0.031457937057198515,0.9629629629629629,0.00022226305111525726
TemporalResNet18Small,96,24.0,18,0.04834678973180845,0.9761904761904762,0.00021386689373476087
TemporalResNet18Small,96,24.0,19,0.04457796310923774,0.9629629629629629,0.00020521868290270169
TemporalResNet18Small,96,24.0,20,0.0536193375763319,0.9735449735449735,0.00019635254915624208
TemporalResNet18Small,96,24.0,21,0.054097669514115244,0.9682539682539683,0.00018730348307472816
TemporalResNet18Small,96,24.0,22,0.04291898475425756,0.9682539682539683,0.00017810719718785867
TemporalResNet18Small,96,24.0,23,0.03406904384267845,0.9629629629629629,0.00016879998503464564
TemporalResNet18Small,123,2.0,1,0.9114541954853955,0.32275132275132273,0.0002997040092642407
TemporalResNet18Small,123,2.0,2,0.3283158860662404,0.917989417989418,0.0002988172051971717
TemporalResNet18Small,123,2.0,3,0.18479453421690883,0.9285714285714286,0.0002973430876093033
TemporalResNet18Small,123,2.0,4,0.14549336111282601,0.9206349206349206,0.00029528747416929463
TemporalResNet18Small,123,2.0,5,0.11034074924228822,0.9603174603174603,0.00029265847744427303
TemporalResNet18Small,123,2.0,6,0.07611016792190425,0.9312169312169312,0.0002894664728832377
TemporalResNet18Small,123,2.0,7,0.06024426777901895,0.9629629629629629,0.000285724057869903
TemporalResNet18Small,123,2.0,8,0.05104630246676285,0.9497354497354498,0.00028144600200657956
TemporalResNet18Small,123,2.0,9,0.043069036834982824,0.9629629629629629,0.0002766491888253023
TemporalResNet18Small,123,2.0,10,0.03625122210531331,0.9656084656084656,0.00027135254915624217
TemporalResNet18Small,123,2.0,11,0.04135322970550453,0.9656084656084656,0.0002655769864163684
TemporalResNet18Small,123,2.0,12,0.04286094585960895,0.9629629629629629,0.0002593452941132117
TemporalResNet18Small,123,2.0,13,0.030552078105221668,0.9656084656084656,0.0002526820658893033
TemporalResNet18Small,123,2.0,14,0.04401992493213209,0.9629629629629629,0.0002456135984623034
TemporalResNet18Small,123,2.0,15,0.032326488724827546,0.9656084656084656,0.00023816778784387096
TemporalResNet18Small,123,2.0,16,0.03261639302389299,0.9656084656084656,0.00023037401924684944
TemporalResNet18Small,123,2.0,17,0.036365762367495336,0.9656084656084656,0.00022226305111525726
TemporalResNet18Small,123,2.0,18,0.032778007917787524,0.9603174603174603,0.00021386689373476087
TemporalResNet18Small,123,2.0,19,0.03340743945890983,0.9629629629629629,0.00020521868290270169
TemporalResNet18Small,123,2.0,20,0.03714017611620126,0.9682539682539683,0.00019635254915624208
TemporalResNet18Small,123,2.0,21,0.030650758892400463,0.9682539682539683,0.00018730348307472816
TemporalResNet18Small,123,2.0,22,0.03027275822686908,0.9656084656084656,0.00017810719718785867
TemporalResNet18Small,123,2.0,23,0.02728077563840677,0.9656084656084656,0.00016879998503464564
TemporalResNet18Small,123,2.0,24,0.031130968348246395,0.9629629629629629,0.000159418577929397
TemporalResNet18Small,123,2.0,25,0.032729577139167194,0.9629629629629629,0.00015
TemporalResNet18Small,123,2.0,26,0.025012948573609774,0.9656084656084656,0.000140581422070603
TemporalResNet18Small,123,2.0,27,0.033712754857654494,0.9682539682539683,0.00013120001496535436
TemporalResNet18Small,123,2.0,28,0.03412092015059898,0.9656084656084656,0.0001218928028121413
TemporalResNet18Small,123,2.0,29,0.030738276276893243,0.9656084656084656,0.00011269651692527177
TemporalResNet18Small,123,2.0,30,0.028579590782422146,0.9629629629629629,0.00010364745084375793
TemporalResNet18Small,123,3.0,1,0.8216815731104683,0.20105820105820105,0.0002997040092642407
TemporalResNet18Small,123,3.0,2,0.20312419698080597,0.9735449735449735,0.0002988172051971717
TemporalResNet18Small,123,3.0,3,0.09106399042203146,0.9074074074074074,0.0002973430876093033
TemporalResNet18Small,123,3.0,4,0.034663769334335535,0.9841269841269841,0.00029528747416929463
TemporalResNet18Small,123,3.0,5,0.02983911958290264,1.0,0.00029265847744427303
TemporalResNet18Small,123,3.0,6,0.005193128630601089,1.0,0.0002894664728832377
TemporalResNet18Small,123,3.0,7,0.0012296523029149016,1.0,0.000285724057869903
TemporalResNet18Small,123,3.0,8,0.0011296850588063106,1.0,0.00028144600200657956
TemporalResNet18Small,123,3.0,9,0.0003149033963221454,1.0,0.0002766491888253023
TemporalResNet18Small,123,3.0,10,0.0002202903603628168,1.0,0.00027135254915624217
TemporalResNet18Small,123,3.0,11,0.00015975947869318428,1.0,0.0002655769864163684
TemporalResNet18Small,123,3.0,12,0.00015363429231322645,1.0,0.0002593452941132117
TemporalResNet18Small,123,3.0,13,0.00013238469760193874,1.0,0.0002526820658893033
TemporalResNet18Small,123,3.0,14,0.000130672075529754,1.0,0.0002456135984623034
TemporalResNet18Small,123,3.0,15,0.00011358289809911238,1.0,0.00023816778784387096
TemporalResNet18Small,123,4.0,1,0.7895019054412842,0.36772486772486773,0.0002997040092642407
TemporalResNet18Small,123,4.0,2,0.2512601879151428,0.9206349206349206,0.0002988172051971717
